Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2019,30,1330,71,1456,53,H,0,27,54,10,23,7,9,7,32,16,15,4,4,17,21,60,5,26,6,13,9,21,11,9,4,0,11
2019,30,1340,87,1339,78,H,0,30,74,10,23,17,23,27,28,13,15,6,8,25,28,59,7,24,15,26,9,20,15,10,10,5,17
2019,30,1346,64,1171,59,A,0,22,60,7,28,13,19,12,32,10,11,5,3,14,24,65,5,18,6,12,9,27,10,10,4,5,16
2019,30,1350,82,1164,47,H,0,30,60,13,28,9,14,8,30,19,11,10,3,16,18,53,2,16,9,15,10,24,8,15,8,3,15
2019,30,1356,61,1387,56,H,0,23,51,4,18,11,21,6,33,11,16,9,8,13,23,69,6,26,4,9,16,29,14,16,9,2,19
2019,30,1360,73,1361,61,A,0,24,53,7,24,18,30,10,22,14,9,4,5,23,18,44,4,15,21,30,6,24,10,12,2,2,25
2019,30,1362,79,1143,60,A,0,29,59,10,27,11,17,14,26,16,11,5,2,19,19,49,7,23,15,21,7,21,12,12,3,5,17
2019,30,1382,82,1373,40,H,0,33,59,6,17,10,13,9,29,13,8,6,5,13,15,46,7,26,3,10,7,19,6,15,3,3,15
2019,30,1385,85,1291,71,H,0,31,54,13,27,10,16,4,27,18,12,6,4,13,25,60,12,31,9,14,9,22,12,14,5,1,13
2019,30,1386,92,1343,82,A,0,33,60,11,25,15,19,7,26,12,10,7,2,15,27,59,12,28,16,20,8,21,13,12,4,2,17
2019,30,1391,68,1442,64,H,0,24,62,7,18,13,19,13,25,12,8,7,4,10,26,61,6,20,6,7,11,29,12,14,3,7,17
2019,30,1392,69,1264,62,A,0,15,42,5,15,34,41,12,26,7,14,3,7,21,21,60,3,20,17,23,15,18,10,10,7,8,32
2019,30,1395,67,1374,59,A,0,25,59,9,27,8,10,13,21,16,10,7,5,17,22,61,4,25,11,16,20,21,12,14,5,2,12
2019,30,1402,61,1394,55,A,0,18,45,1,17,24,29,9,28,15,17,6,5,19,22,57,3,15,8,16,10,21,9,14,7,5,24
2019,30,1403,65,1115,47,H,0,26,62,3,15,10,20,16,25,20,13,8,4,18,14,43,5,15,14,18,6,24,7,20,6,3,24
2019,30,1405,101,1178,57,H,0,33,64,14,33,21,23,14,40,27,9,2,5,12,22,69,8,21,5,11,10,19,9,7,4,7,19
2019,30,1408,87,1404,74,H,0,32,55,7,19,16,26,10,36,16,19,4,2,20,30,78,4,29,10,17,15,18,11,8,11,2,19
2019,30,1409,74,1329,71,H,0,25,59,6,22,18,21,8,24,10,11,5,0,12,27,61,11,29,6,12,12,27,19,17,5,7,18
2019,30,1410,70,1315,56,H,0,22,61,6,22,20,25,10,27,15,17,21,5,16,18,49,5,16,15,18,5,31,10,30,8,2,18
2019,30,1414,69,1465,66,A,0,23,58,5,12,18,25,10,25,8,8,10,2,19,23,57,8,22,12,17,11,29,7,14,5,3,17
2019,30,1433,54,1400,53,A,0,16,57,6,25,16,21,17,22,6,15,7,6,17,22,53,4,17,5,8,10,26,12,18,5,4,21
2019,30,1435,79,1292,51,H,0,26,55,9,21,18,19,10,28,13,13,7,5,16,20,56,2,14,9,19,14,18,8,14,3,4,19
2019,30,1437,69,1396,59,H,0,21,52,7,21,20,25,11,25,11,7,3,1,12,23,51,4,14,9,12,5,23,7,9,4,0,20
2019,30,1439,89,1440,68,H,0,30,58,11,25,18,25,8,27,19,11,4,3,16,26,60,6,25,10,14,7,22,9,15,5,1,22
2019,30,1450,90,1225,70,H,0,31,65,13,35,15,22,11,26,17,4,4,5,17,28,63,6,21,8,15,14,28,7,12,2,1,16
2019,30,1461,73,1376,64,H,0,21,48,10,20,21,28,1,30,14,14,7,2,20,22,66,3,20,17,20,14,29,13,16,6,5,23
2019,30,1462,82,1325,61,H,0,31,54,8,19,12,18,9,24,16,15,8,2,13,23,50,6,16,9,15,5,18,13,16,10,2,16
2019,30,1463,97,1250,87,H,0,33,65,11,31,20,25,13,30,21,13,5,3,10,31,67,15,32,10,12,7,21,24,11,10,4,21
2019,31,1112,80,1430,69,H,0,27,54,12,22,14,16,7,29,16,16,3,2,24,23,54,6,26,17,24,7,19,9,13,5,5,17
2019,31,1179,75,1454,61,A,0,25,57,10,30,15,23,8,27,16,12,7,2,18,18,53,4,23,21,24,8,30,6,17,7,3,20
2019,31,1234,98,1235,84,H,0,35,61,9,18,19,23,17,27,21,18,3,2,21,30,64,6,23,18,29,13,11,14,11,11,2,21
2019,31,1324,87,1193,86,A,0,28,47,10,21,21,24,6,21,22,20,4,3,18,32,64,9,22,13,18,12,15,17,12,12,0,23
2019,31,1345,62,1268,60,H,0,20,50,9,26,13,16,9,20,11,16,8,7,15,20,57,9,27,11,14,16,23,10,17,7,5,15
2019,31,1363,67,1126,65,H,0,23,63,5,22,16,25,14,27,13,12,3,5,17,23,59,11,32,8,17,11,30,13,15,2,1,24
2019,31,1370,90,1303,71,H,0,31,57,11,25,17,23,5,31,14,12,1,9,18,23,59,9,20,16,23,6,17,8,9,4,1,23
2019,31,1415,75,1337,71,H,0,29,55,8,20,9,13,8,23,16,12,3,2,19,25,55,11,26,10,14,5,17,9,11,4,1,14
2019,31,1448,80,1150,56,H,0,27,61,6,21,20,29,14,29,11,8,7,5,14,22,55,3,18,9,15,7,24,6,15,4,7,22
2019,32,1162,90,1136,68,H,0,34,58,12,24,10,13,4,30,21,12,11,1,17,23,60,13,37,9,12,10,20,12,15,6,2,19
2019,32,1206,66,1241,53,H,0,23,60,3,16,17,24,11,31,8,11,11,4,18,18,56,8,21,9,18,14,28,9,16,6,4,20
2019,32,1226,68,1365,66,A,0,24,65,5,13,15,18,12,24,14,5,9,3,13,24,53,7,21,11,15,7,29,15,14,4,8,17
2019,32,1256,96,1372,93,A,0,34,67,12,29,16,27,13,19,18,10,8,4,18,35,64,15,33,8,12,13,26,18,21,1,5,31
2019,32,1269,79,1344,78,A,0,31,61,8,19,9,17,10,21,11,10,6,1,16,26,55,10,17,16,25,10,24,14,12,5,4,15
2019,32,1281,80,1331,64,H,0,26,54,12,26,16,24,9,25,10,10,3,3,16,25,63,7,21,7,13,14,24,12,13,2,2,23
2019,32,1305,72,1113,66,N,0,25,55,3,18,19,24,5,26,11,11,3,7,15,25,62,5,20,11,17,13,27,13,17,4,2,25
2019,32,1355,101,1380,92,H,0,31,45,7,15,32,36,2,26,16,12,3,1,14,31,64,16,32,14,15,8,13,21,10,8,0,29
2019,32,1388,85,1307,60,N,0,33,55,6,18,13,18,6,32,17,15,2,5,20,23,66,4,26,10,16,13,14,8,10,5,1,16
2019,32,1395,96,1425,61,N,0,34,68,12,30,16,22,10,31,22,14,10,4,18,18,57,8,18,17,23,10,23,11,20,5,1,19
2019,32,1422,75,1189,74,A,0,27,57,9,25,12,14,7,25,14,14,8,0,21,27,59,9,33,11,20,13,24,15,18,6,1,13
2019,33,1107,82,1284,63,H,0,21,46,14,29,26,30,8,19,15,16,7,4,19,24,60,5,20,10,19,19,21,10,18,7,1,24
2019,33,1111,82,1300,73,H,0,27,59,7,25,21,25,9,23,14,13,2,5,12,28,58,5,20,12,17,10,27,13,17,8,1,21
2019,33,1119,66,1102,61,A,0,23,62,7,31,13,22,6,29,11,6,10,4,21,21,48,8,20,11,24,6,37,14,19,4,4,18
2019,33,1120,82,1173,72,H,0,28,61,12,33,14,17,11,16,17,10,10,9,10,27,56,11,23,7,10,14,23,16,23,3,2,14
2019,33,1132,97,1453,68,H,0,33,62,12,29,19,30,13,38,19,18,8,1,23,23,63,9,28,13,24,8,21,10,14,10,2,25
2019,33,1135,71,1392,69,H,0,20,53,6,21,25,35,15,31,9,14,4,7,21,25,58,8,19,11,24,10,21,10,9,2,2,29
2019,33,1138,80,1382,62,A,0,27,60,10,24,16,24,13,25,15,14,7,4,20,21,56,5,16,15,18,10,25,11,15,4,3,21
2019,33,1139,95,1296,68,H,0,34,56,17,32,10,10,3,26,27,7,3,0,23,23,46,5,14,17,26,6,19,8,10,4,1,17
2019,33,1140,74,1428,59,N,0,27,57,7,24,13,14,10,30,12,10,6,3,17,19,52,10,30,11,17,7,21,13,11,3,2,14
2019,33,1141,95,1381,86,H,0,28,64,11,29,28,40,18,23,18,9,8,1,16,31,57,10,22,14,23,9,23,8,16,5,5,26
2019,33,1142,80,1126,78,H,0,29,63,7,28,15,22,7,27,11,8,7,9,15,31,74,4,18,12,17,20,31,12,14,3,2,19
2019,33,1143,89,1361,83,H,0,29,55,13,28,18,20,10,17,18,8,1,1,16,29,53,12,21,13,15,9,17,18,11,2,0,17
2019,33,1146,85,1114,82,A,0,31,65,12,32,11,13,16,15,15,15,5,1,19,30,47,4,11,18,21,5,20,17,19,8,1,15
2019,33,1153,62,1462,47,H,0,24,59,5,18,9,13,12,24,16,5,4,4,14,18,51,5,25,6,9,7,23,8,12,3,2,14
2019,33,1160,84,1227,72,H,0,27,60,5,19,25,33,14,22,13,16,9,1,17,30,53,6,16,6,10,4,24,6,24,7,0,28
2019,33,1161,71,1358,65,H,0,22,52,5,21,22,28,13,29,9,16,7,2,12,24,66,10,27,7,10,14,20,11,13,10,2,25
2019,33,1167,73,1225,67,A,0,26,67,6,25,15,23,19,23,13,5,6,2,17,22,48,11,27,12,19,8,25,14,14,5,1,21
2019,33,1171,78,1263,52,H,0,29,58,6,15,14,22,10,27,14,6,6,2,14,19,49,4,17,10,16,7,24,10,12,3,4,18
2019,33,1181,91,1463,58,H,0,33,67,5,21,20,31,14,32,20,15,16,6,14,23,65,3,23,9,11,10,28,14,23,9,2,23
2019,33,1183,74,1442,67,A,0,28,63,8,23,10,15,12,28,12,13,8,2,14,24,59,13,27,6,9,9,27,16,17,7,4,17
2019,33,1184,76,1297,74,H,0,23,60,5,20,25,32,14,26,14,11,8,5,18,28,66,8,30,10,16,15,28,15,14,2,2,22
2019,33,1190,80,1404,62,H,0,31,61,10,28,8,15,14,31,21,17,7,3,15,21,60,5,24,15,18,9,20,12,15,12,2,14
2019,33,1199,79,1163,71,N,0,25,55,6,17,23,32,13,25,6,22,11,5,27,23,61,7,21,18,26,16,21,7,19,7,5,28
2019,33,1200,78,1353,70,H,0,25,53,10,22,18,27,11,23,14,9,3,1,16,26,61,4,16,14,20,17,22,11,10,4,3,22
2019,33,1201,92,1253,71,H,0,36,75,10,30,10,13,16,29,16,12,11,4,22,22,59,9,22,18,23,12,24,9,17,7,5,16
2019,33,1202,74,1367,60,A,0,28,61,12,29,6,13,13,29,17,14,10,4,16,22,57,7,19,9,16,10,26,9,17,8,7,15
2019,33,1204,89,1273,74,A,0,32,62,10,26,15,20,16,24,15,12,6,8,16,30,66,6,19,8,14,14,17,17,10,4,1,19
2019,33,1220,89,1351,73,H,0,31,58,9,26,18,21,15,20,22,12,5,1,15,27,47,10,21,9,20,5,12,18,13,5,3,24
2019,33,1222,63,1329,53,A,0,25,61,12,34,1,2,11,33,14,15,8,5,13,20,57,7,22,6,10,7,26,17,12,11,3,9
2019,33,1224,85,1110,83,H,0,33,57,2,4,17,22,10,21,18,11,5,7,17,27,62,10,23,19,21,15,17,21,12,4,5,18
2019,33,1228,77,1424,74,H,0,28,59,6,22,15,22,11,25,12,19,6,6,22,23,68,6,24,22,30,21,21,7,17,6,5,22
2019,33,1231,68,1257,67,H,0,24,49,4,14,16,25,3,30,10,10,6,2,13,23,60,11,32,10,13,9,27,14,9,6,4,22
2019,33,1240,81,1175,54,A,0,31,61,6,18,13,18,11,37,15,20,9,5,20,18,57,8,27,10,15,5,21,7,16,6,0,17
2019,33,1242,63,1308,60,N,0,25,58,7,21,6,12,13,23,15,13,7,4,15,25,55,7,26,3,10,12,25,20,16,6,4,15
2019,33,1245,83,1460,76,H,0,30,57,7,17,16,24,10,21,11,8,4,2,18,25,51,10,22,16,19,5,21,11,9,3,4,20
2019,33,1250,85,1291,78,A,0,23,50,6,15,33,40,10,30,13,19,4,1,22,25,63,8,34,20,24,9,18,11,14,8,4,29
2019,33,1254,74,1389,58,A,0,23,52,14,35,14,20,10,27,13,17,9,3,14,23,55,4,12,8,12,7,23,11,14,8,6,19
2019,33,1259,83,1127,65,A,0,32,58,10,17,9,13,9,29,20,10,6,1,25,20,50,5,20,20,27,8,18,7,9,4,9,15
2019,33,1265,79,1391,75,A,0,28,55,9,20,14,20,7,25,17,11,9,2,17,25,53,11,29,14,18,6,25,18,15,6,2,20
2019,33,1266,74,1458,69,H,0,23,65,6,18,22,34,14,27,11,8,5,4,18,27,54,5,24,10,21,3,33,15,13,4,2,21
2019,33,1268,55,1260,41,N,0,21,47,8,25,5,7,5,24,10,15,6,13,13,16,49,2,14,7,9,11,22,5,19,5,1,12
2019,33,1272,94,1412,76,H,0,30,56,11,24,23,30,8,23,18,11,7,7,18,26,62,9,22,15,26,16,23,13,17,5,1,25
2019,33,1275,85,1236,79,H,0,30,60,15,35,10,19,9,18,14,10,6,3,18,30,56,6,18,13,17,11,28,11,17,7,5,19
2019,33,1276,89,1376,78,H,0,28,54,10,24,23,30,13,24,13,16,5,4,14,32,62,5,11,9,14,7,17,14,10,8,3,21
2019,33,1277,63,1196,59,A,0,26,51,4,15,7,8,9,27,14,15,5,3,11,23,63,6,24,7,12,16,17,7,9,7,3,12
2019,33,1278,72,1117,56,H,0,24,54,8,17,16,24,15,29,19,14,5,6,14,20,64,8,20,8,10,16,21,9,12,7,8,21
2019,33,1279,81,1229,74,A,0,30,57,7,19,14,15,9,30,16,16,7,2,18,26,63,10,25,12,19,12,19,15,10,7,3,15
2019,33,1280,82,1155,71,N,0,28,52,19,30,7,11,6,26,22,14,5,1,16,27,62,6,27,11,17,11,20,15,9,6,6,12
2019,33,1282,65,1377,63,A,0,25,55,5,15,10,13,14,18,9,17,8,4,22,20,44,6,20,17,25,7,19,8,17,7,4,15
2019,33,1288,74,1406,69,N,0,28,68,6,18,12,20,14,20,10,10,7,1,12,27,57,5,16,10,12,13,28,13,21,6,5,17
2019,33,1293,64,1292,42,A,0,24,53,8,25,8,11,6,26,14,13,11,5,15,14,48,2,13,12,15,12,24,3,24,4,1,15
2019,33,1295,74,1186,67,H,0,20,48,10,27,24,27,7,27,11,11,4,2,10,27,64,8,30,5,8,8,23,16,8,6,1,22
2019,33,1304,94,1166,75,H,0,32,60,14,27,16,20,11,24,15,10,9,5,15,26,60,11,27,12,21,13,18,10,12,7,1,15
2019,33,1312,82,1383,60,H,0,26,60,4,16,26,33,11,35,11,6,4,6,18,21,67,6,28,12,17,13,26,8,9,0,5,25
2019,33,1317,63,1426,61,H,0,24,58,4,25,11,17,13,23,10,10,4,3,17,23,54,9,19,6,13,13,25,11,16,5,5,17
2019,33,1318,92,1324,83,H,0,32,53,9,18,19,29,8,29,17,14,3,4,20,27,57,13,27,16,20,4,18,13,10,10,1,20
2019,33,1321,75,1177,68,H,0,23,55,11,31,18,23,7,28,21,11,3,8,14,27,63,5,22,9,14,10,24,15,9,6,1,19
2019,33,1325,78,1347,69,H,0,27,53,4,10,20,25,8,31,11,17,5,2,13,25,64,12,26,7,12,10,21,17,13,8,3,21
2019,33,1328,80,1455,48,N,0,26,59,10,25,18,22,14,38,10,18,7,2,15,15,62,5,27,13,15,11,22,5,15,6,2,17
2019,33,1332,84,1303,61,H,0,33,56,12,23,6,8,10,26,18,10,5,1,13,21,50,12,31,7,8,2,11,15,8,5,1,13
2019,33,1335,83,1247,65,A,0,31,54,7,19,14,18,8,21,25,19,9,3,18,22,55,5,20,16,21,14,16,8,21,11,3,20
2019,33,1336,76,1159,65,H,0,25,60,10,26,16,19,14,29,15,16,7,5,13,25,54,10,21,5,8,2,22,14,14,9,4,15
2019,33,1337,69,1238,66,H,0,24,57,5,23,16,21,6,31,13,11,5,3,13,26,59,7,21,7,11,4,30,12,12,3,3,24
2019,33,1339,76,1170,67,H,0,26,46,8,12,16,23,4,35,18,23,2,9,22,24,68,4,19,15,27,14,20,13,10,11,2,20
2019,33,1346,88,1248,77,H,0,27,50,13,29,21,30,9,17,13,11,9,1,18,30,63,9,18,8,17,11,17,12,15,3,1,21
2019,33,1348,79,1221,63,A,0,26,53,3,18,24,27,13,28,9,17,7,6,14,23,52,7,19,10,12,2,15,18,11,9,2,18
2019,33,1356,83,1369,73,A,0,28,54,9,21,18,22,9,28,21,10,4,5,17,27,60,14,36,5,10,9,19,14,11,5,2,20
2019,33,1364,55,1115,45,H,0,20,44,3,12,12,20,8,29,11,12,0,5,14,18,54,7,16,2,5,9,20,7,11,4,1,20
2019,33,1371,84,1246,83,N,0,27,59,11,26,19,26,10,25,15,16,8,5,25,27,62,5,20,24,30,13,25,14,15,3,7,21
2019,33,1373,74,1352,71,A,0,27,53,11,25,9,13,6,20,13,9,4,1,16,27,48,6,10,11,18,5,23,9,9,3,1,15
2019,33,1375,81,1408,60,H,0,31,58,11,29,8,16,10,24,19,13,6,2,21,22,47,3,15,13,23,6,20,11,16,6,3,14
2019,33,1393,72,1207,71,H,0,25,58,8,28,14,22,7,27,13,9,10,5,17,25,63,10,31,11,17,14,31,17,15,4,3,15
2019,33,1402,90,1223,80,H,0,30,57,6,18,24,28,10,23,16,12,7,1,26,23,54,7,21,27,35,13,20,8,13,7,0,22
2019,33,1405,75,1267,74,A,0,26,72,10,34,13,19,17,30,13,16,10,3,18,30,66,6,24,8,18,10,32,13,14,10,8,16
2019,33,1409,47,1243,46,H,0,19,50,4,20,5,9,5,29,9,15,8,4,13,18,59,5,19,5,6,13,29,7,16,8,2,11
2019,33,1414,60,1285,51,H,0,20,49,6,12,14,22,14,21,9,15,10,5,15,18,50,6,22,9,13,13,20,8,18,9,3,24
2019,33,1416,70,1212,45,H,0,20,49,8,17,22,31,13,34,11,14,6,7,15,17,58,3,16,8,18,12,21,6,12,5,3,27
2019,33,1417,65,1323,62,H,0,24,70,9,25,8,15,18,34,17,12,3,5,12,24,66,8,25,6,7,9,31,16,9,7,6,13
2019,33,1420,91,1180,76,A,0,35,58,10,23,11,13,5,21,14,13,8,3,13,29,58,10,26,8,11,8,20,17,17,6,1,14
2019,33,1429,76,1451,67,N,0,28,60,6,15,14,22,8,35,18,10,8,3,19,24,61,6,22,13,20,6,28,6,10,4,5,19
2019,33,1430,98,1319,78,A,0,36,61,15,24,11,13,4,30,15,7,7,3,16,25,57,13,26,15,21,6,21,9,10,6,4,13
2019,33,1434,82,1203,79,A,0,30,56,15,27,7,11,7,22,21,12,5,2,12,31,53,7,18,10,19,4,22,17,10,9,3,13
2019,33,1436,71,1217,65,H,0,25,56,10,23,11,20,5,19,11,7,9,2,16,25,51,10,27,5,8,8,30,13,21,1,6,19
2019,33,1437,70,1386,58,H,0,23,63,13,43,11,15,6,37,20,9,5,1,19,20,58,6,27,12,18,6,37,9,10,5,0,13
2019,33,1441,71,1421,59,A,0,24,49,9,22,14,20,11,26,19,12,6,1,19,21,55,6,26,11,14,9,18,12,8,5,9,20
2019,33,1443,78,1116,77,A,0,29,58,9,22,11,17,8,29,18,14,4,8,15,30,69,8,25,9,16,9,25,10,7,6,4,13
2019,33,1444,88,1464,77,A,0,30,58,13,31,15,23,12,30,17,13,3,4,12,31,71,10,29,5,10,13,19,15,8,7,4,22
2019,33,1452,69,1338,59,H,0,22,55,5,21,20,24,16,25,11,26,6,12,23,17,54,6,23,19,23,14,19,7,24,14,5,26
2019,33,1456,76,1214,71,A,0,27,61,8,27,14,21,9,33,17,10,3,6,18,24,66,6,18,17,21,12,28,14,7,8,4,20
2019,34,1104,76,1112,73,H,0,26,56,8,19,16,28,11,29,11,15,5,4,14,29,70,9,24,6,9,13,25,10,11,6,4,19
2019,34,1151,83,1440,65,H,0,29,64,13,34,12,15,7,31,20,8,3,6,12,24,61,6,23,11,13,8,31,10,12,3,0,14
2019,34,1162,74,1233,71,N,0,26,63,10,29,12,13,9,23,19,12,7,3,16,25,55,5,18,16,20,9,28,14,18,8,2,16
2019,34,1174,88,1384,83,H,0,34,59,8,21,12,17,9,23,13,5,2,2,13,29,58,14,32,11,16,8,20,14,5,3,1,15
2019,34,1182,80,1255,71,H,0,25,60,10,35,20,23,13,20,17,13,8,6,16,26,54,12,24,7,13,9,24,15,21,5,3,21
2019,34,1191,89,1123,77,H,0,27,65,8,25,27,30,12,30,14,10,4,2,20,28,59,4,21,17,25,6,28,9,11,6,4,23
2019,34,1210,73,1197,40,H,0,25,46,6,15,17,22,6,25,13,18,12,7,14,16,46,2,11,6,11,8,18,6,25,11,1,21
2019,34,1235,101,1380,65,H,0,40,57,12,25,9,13,2,29,28,13,5,7,16,24,58,7,19,10,17,9,17,11,15,7,0,16
2019,34,1252,107,1298,81,H,0,38,59,10,21,21,26,7,22,25,9,7,2,22,22,50,9,23,28,29,7,18,10,15,6,1,22
2019,34,1261,91,1230,50,H,0,34,61,10,26,13,17,13,30,17,15,12,6,19,15,47,3,14,17,23,4,16,7,17,9,0,19
2019,34,1286,95,1450,90,N,0,31,61,16,32,17,23,6,30,21,15,5,1,18,33,66,13,32,11,18,6,25,22,12,6,1,21
2019,34,1305,74,1213,66,N,0,22,51,6,22,24,29,8,28,11,14,7,2,13,25,61,10,21,6,8,9,24,15,14,5,1,21
2019,34,1310,71,1306,67,H,0,27,60,7,26,10,13,5,33,12,7,3,3,12,25,67,9,34,8,9,9,30,13,7,4,3,15
2019,34,1315,83,1454,72,H,0,27,50,6,15,23,31,8,34,12,14,6,1,17,24,67,8,22,16,18,11,21,8,8,6,2,22
2019,34,1330,79,1193,69,H,0,26,56,6,15,21,30,10,29,17,7,3,3,15,22,61,12,34,13,15,11,27,15,9,4,4,24
2019,34,1359,77,1105,59,A,0,26,51,6,16,19,27,11,29,11,20,8,2,17,23,64,3,18,10,17,14,19,12,15,10,0,21
2019,34,1360,82,1169,68,H,0,32,61,11,24,7,7,6,25,25,12,8,4,14,29,60,3,14,7,12,7,24,21,14,10,3,11
2019,34,1385,89,1343,74,H,0,34,61,7,18,14,21,9,29,14,14,16,3,9,28,63,13,31,5,6,7,22,15,20,8,2,15
2019,34,1387,65,1333,61,H,0,21,50,8,12,15,32,13,23,12,15,10,4,19,21,53,6,22,13,17,12,25,15,17,8,2,25
2019,34,1397,76,1211,73,N,0,29,72,12,29,6,10,16,23,22,7,2,4,16,27,59,7,18,12,19,11,30,14,11,4,2,17
2019,34,1398,64,1164,55,A,0,24,56,4,14,12,23,11,26,7,18,13,3,23,18,47,5,23,14,24,8,27,10,23,2,5,20
2019,34,1400,72,1345,68,H,0,23,47,11,25,15,16,4,28,17,15,1,7,11,27,65,9,32,5,7,9,20,6,6,6,3,19
2019,34,1438,57,1433,49,H,0,13,44,5,18,26,30,12,26,9,12,4,2,18,18,61,6,29,7,11,15,19,7,9,2,4,21
2019,34,1439,81,1354,44,H,0,28,58,11,24,14,19,14,25,19,13,13,5,14,18,53,1,13,7,12,10,18,6,19,5,3,18
2019,34,1449,70,1370,62,H,0,26,55,6,17,12,17,11,29,9,16,8,6,15,21,60,6,16,14,19,10,19,16,11,7,2,17
2019,34,1459,82,1157,71,H,0,25,59,6,28,26,34,13,21,10,8,5,1,18,23,54,10,19,15,20,8,21,9,12,2,6,25
2019,35,1171,82,1357,73,H,0,33,63,11,29,5,9,6,26,19,11,6,4,15,28,65,5,18,12,19,14,26,13,13,7,1,13
2019,35,1220,80,1264,50,A,0,27,48,10,17,16,18,4,31,15,11,5,2,17,18,54,7,21,7,17,11,18,14,11,1,2,18
2019,35,1267,76,1287,64,H,0,26,59,11,31,13,17,10,29,16,18,8,11,25,20,57,6,18,18,27,13,27,9,20,7,2,16
2019,35,1334,74,1253,68,H,0,25,58,5,19,19,20,9,25,10,13,12,1,19,21,48,9,19,17,22,5,24,10,18,7,2,18
2019,35,1388,81,1168,66,H,0,29,54,11,21,12,14,9,21,18,8,6,4,13,27,55,5,9,7,7,7,18,14,10,4,2,13
2019,36,1160,78,1307,75,A,0,26,62,5,19,21,32,14,37,10,13,5,6,18,29,70,10,25,7,14,8,30,14,9,7,3,25
2019,36,1176,90,1461,87,A,0,33,66,9,23,15,15,13,31,14,20,7,0,20,32,61,11,23,12,18,3,20,11,12,11,2,16
2019,36,1202,77,1149,69,H,0,28,59,12,27,9,15,14,26,16,18,11,7,14,25,62,10,22,9,12,13,22,12,17,8,4,15
2019,36,1251,79,1354,55,H,0,28,50,13,24,10,16,5,24,25,11,9,4,16,20,51,4,15,11,14,8,19,13,15,4,5,17
2019,36,1256,96,1290,80,H,0,33,62,5,17,25,29,12,24,19,6,5,4,18,28,61,6,12,18,23,12,19,10,8,5,1,21
2019,36,1268,94,1259,71,H,0,33,68,11,21,17,19,14,28,19,8,4,8,10,28,59,11,21,4,8,5,23,14,13,7,6,17
2019,36,1278,80,1316,71,H,0,26,67,1,15,27,39,23,29,16,10,7,4,12,26,63,8,22,11,12,9,26,16,13,3,9,24
2019,36,1312,53,1200,50,A,0,16,42,3,13,18,27,5,29,11,15,9,2,11,21,57,7,25,1,3,8,28,7,15,3,5,20
2019,36,1335,78,1437,75,H,0,23,45,7,16,25,37,13,22,15,14,5,1,22,24,48,9,26,18,27,6,16,6,11,5,1,27
2019,36,1355,139,1366,72,H,0,53,87,23,34,10,16,13,46,32,9,7,4,10,27,79,12,52,6,11,8,26,13,16,5,4,14
2019,36,1383,75,1262,69,H,0,27,61,9,23,12,20,12,28,6,7,2,7,18,26,65,3,22,14,19,15,29,9,7,3,6,18
2019,36,1406,80,1420,76,A,0,24,58,9,23,23,28,11,35,12,17,4,3,23,27,72,11,40,11,22,12,21,17,9,8,1,26
2019,36,1416,95,1204,88,H,0,33,66,12,27,17,23,12,27,18,11,1,5,14,37,68,7,16,7,12,6,24,17,9,7,3,19
2019,36,1418,122,1341,90,H,0,43,66,14,29,22,25,4,33,28,20,9,5,25,29,68,8,24,24,29,8,20,5,20,6,1,24
2019,36,1419,72,1212,67,H,0,20,54,7,24,25,35,7,24,8,6,7,3,20,20,49,5,16,22,29,8,33,9,15,2,5,26
2019,36,1463,71,1107,63,H,0,29,54,4,14,9,22,8,32,19,13,4,2,16,23,60,8,26,9,13,7,25,15,11,6,1,19
2019,37,1129,67,1106,57,H,0,22,49,8,23,15,20,8,29,14,13,5,3,15,22,59,9,25,4,9,10,22,10,12,5,2,19
2019,37,1130,82,1162,73,H,0,29,57,8,24,16,26,14,30,12,11,4,2,11,28,68,10,32,7,9,11,21,21,6,7,2,18
2019,37,1140,85,1340,66,H,0,29,61,7,21,20,29,8,24,21,12,11,4,20,21,67,5,24,19,29,28,28,12,21,6,3,22
2019,37,1177,104,1152,70,H,0,35,64,11,28,23,26,11,28,24,13,12,4,18,23,61,8,21,16,17,10,21,12,19,8,1,19
2019,37,1192,93,1119,84,H,0,31,59,12,27,19,29,11,27,19,15,12,9,18,31,66,11,28,11,14,10,23,19,17,6,1,21
2019,37,1209,95,1151,88,H,0,30,52,10,23,25,35,5,28,17,10,6,5,22,31,70,17,44,9,14,13,23,17,14,2,1,24
2019,37,1216,91,1136,74,A,0,30,48,13,20,18,25,4,28,22,14,6,1,20,25,59,7,29,17,21,10,20,19,12,2,1,23
2019,37,1222,82,1261,76,H,0,26,62,4,20,26,38,18,30,10,15,8,5,24,21,57,5,26,29,38,12,23,10,16,9,4,27
2019,37,1257,72,1252,68,H,0,23,61,8,23,18,22,16,33,13,17,6,4,15,23,65,9,25,13,18,11,24,17,11,8,4,19
2019,37,1279,69,1368,47,N,0,28,53,6,13,7,12,9,30,16,10,5,3,15,19,51,2,17,7,10,5,18,15,13,2,1,11
